resolution,backbone,run,image,iou
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15858_endo.png'],0.6086625000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15859_endo.png'],0.6076375
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15860_endo.png'],0.6069125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15861_endo.png'],0.612225
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15862_endo.png'],0.5994999999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15863_endo.png'],0.6132875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15864_endo.png'],0.6104124999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15865_endo.png'],0.6153625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15866_endo.png'],0.6088625000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15867_endo.png'],0.6184624999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15868_endo.png'],0.608025
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15869_endo.png'],0.6057999999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15870_endo.png'],0.6062125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15871_endo.png'],0.6087875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15872_endo.png'],0.6131125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15873_endo.png'],0.615625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15874_endo.png'],0.606525
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15875_endo.png'],0.4902000000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15876_endo.png'],0.605175
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15877_endo.png'],0.605825
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15878_endo.png'],0.602175
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15879_endo.png'],0.6065375
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15880_endo.png'],0.599075
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15881_endo.png'],0.6086374999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15882_endo.png'],0.6087
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15883_endo.png'],0.6057875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15884_endo.png'],0.6149
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15885_endo.png'],0.609875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15886_endo.png'],0.610975
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15887_endo.png'],0.61575
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15888_endo.png'],0.60755
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15889_endo.png'],0.6150875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15890_endo.png'],0.6092500000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15891_endo.png'],0.6057125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15892_endo.png'],0.60635
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15893_endo.png'],0.613275
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15894_endo.png'],0.604325
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15895_endo.png'],0.607
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15896_endo.png'],0.6008875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15897_endo.png'],0.6093875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15898_endo.png'],0.60535
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15899_endo.png'],0.6064125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15900_endo.png'],0.6029374999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15901_endo.png'],0.6151375
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15902_endo.png'],0.6127875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15903_endo.png'],0.6102125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15904_endo.png'],0.612425
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15905_endo.png'],0.6133500000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15906_endo.png'],0.6064624999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15907_endo.png'],0.607525
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15908_endo.png'],0.6139874999999999
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_15830/frame_15909_endo.png'],0.6193375000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19500_endo.png'],0.6632571428571429
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19501_endo.png'],0.6686
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19502_endo.png'],0.6654714285714286
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19503_endo.png'],0.6704285714285714
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19504_endo.png'],0.59135
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19505_endo.png'],0.5906875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19506_endo.png'],0.6765
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19507_endo.png'],0.589825
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19508_endo.png'],0.5839875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19509_endo.png'],0.586025
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19510_endo.png'],0.5820125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19511_endo.png'],0.5824125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19512_endo.png'],0.5839125000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19513_endo.png'],0.5800875000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19514_endo.png'],0.5854625
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19515_endo.png'],0.5848625000000001
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19516_endo.png'],0.5895125
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19517_endo.png'],0.5811
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19518_endo.png'],0.5682
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19519_endo.png'],0.5718875
high_res,CEN-Backbone,Run03,['/mnt/cluster/workspaces/kirchnema/preprocessed/video12/video12_19500/frame_19520_endo.png'],0.5717125
