stage,seed,n_video,video,backbone,accuracy,f1
FE,8914,2,65,FL-BB,0.6962092899092365,0.38931675743586874
FE,8914,2,77,FL-BB,0.6734612310151878,0.548569116019041
FE,8914,2,50,FL-BB,0.6352833638025595,0.34977502216181866
FE,8914,2,69,FL-BB,0.5982513661202186,0.3211439637057931
FE,8914,2,71,FL-BB,0.6882703777335984,0.3488073345436777
FE,8914,2,63,FL-BB,0.4477133702301194,0.3435016025470729
FE,8914,2,57,FL-BB,0.5809270516717325,0.4531513116893257
FE,8914,2,56,FL-BB,0.4372955288985823,0.3786655492396368
FE,8914,2,58,FL-BB,0.6916402469547805,0.4098560779247968
FE,8914,2,78,FL-BB,0.4790257104194858,0.3914894169903624
FE,8914,2,75,FL-BB,0.7020280811232449,0.3904465641506757
FE,8914,2,49,FL-BB,0.6762417713943746,0.5158787701280655
FE,8914,2,54,FL-BB,0.47,0.3192096002961536
FE,8914,2,66,FL-BB,0.7088815789473685,0.531676730969801
FE,8914,2,76,FL-BB,0.7093242733106833,0.4962234069808816
FE,8914,2,70,FL-BB,0.6055276381909548,0.5090354720386226
FE,8914,2,53,FL-BB,0.7416996649406031,0.5266532315988937
FE,8914,2,55,FL-BB,0.7174541947926711,0.5198744386289018
FE,8914,2,74,FL-BB,0.3219094247246022,0.28842046173129704
FE,8914,2,59,FL-BB,0.6644359464627151,0.43629321805116666
FE,8914,2,61,FL-BB,0.593105012474484,0.2899663939026807
FE,8914,2,60,FL-BB,0.6461295418641391,0.41685981358100616
FE,8914,2,80,FL-BB,0.7308584686774942,0.46315526516575456
FE,8914,2,79,FL-BB,0.5761570005858231,0.39152132053440286
FE,8914,2,52,FL-BB,0.714649033570702,0.5390581740245364
FE,8914,2,68,FL-BB,0.7616632860040567,0.5692965066279593
FE,8914,2,51,FL-BB,0.5730298913043478,0.4519529365309793
FE,8914,2,72,FL-BB,0.5672891178364456,0.49137002631839877
FE,8914,2,67,FL-BB,0.5057373565660859,0.3347958253766255
FE,8914,2,64,FL-BB,0.677231025854879,0.489540333760758
